dateID,Price
19700101,3.39
19700102,3.39
19700105,3.39
19700106,3.39
19700107,3.39
19700108,3.39
19700109,3.39
19700112,3.39
19700113,3.39
19700114,3.39
19700115,3.39
19700116,3.39
19700119,3.39
19700120,3.39
19700121,3.39
19700122,3.39
19700123,3.39
19700126,3.39
19700127,3.39
19700128,3.39
19700129,3.39
19700130,3.39
19700202,3.39
19700203,3.39
19700204,3.39
19700205,3.39
19700206,3.39
19700209,3.39
19700210,3.39
19700211,3.39
19700212,3.39
19700213,3.39
19700216,3.39
19700217,3.39
19700218,3.39
19700219,3.39
19700220,3.39
19700224,3.39
19700225,3.39
19700226,3.39
19700227,3.39
19700302,3.39
19700303,3.39
19700304,3.39
19700305,3.39
19700306,3.39
19700309,3.39
19700310,3.39
19700311,3.39
19700312,3.39
19700313,3.39
19700316,3.39
19700317,3.39
19700318,3.39
19700319,3.39
19700320,3.39
19700323,3.39
19700324,3.39
19700325,3.39
19700326,3.39
19700330,3.39
19700331,3.39
19700401,3.39
19700402,3.39
19700403,3.39
19700406,3.39
19700407,3.39
19700408,3.39
19700409,3.39
19700410,3.39
19700413,3.39
19700414,3.39
19700415,3.39
19700416,3.39
19700417,3.39
19700420,3.39
19700421,3.39
19700422,3.39
19700423,3.39
19700424,3.39
19700427,3.39
19700428,3.39
19700429,3.39
19700430,3.39
19700501,3.39
19700504,3.39
19700505,3.39
19700506,3.39
19700507,3.39
19700508,3.39
19700511,3.39
19700512,3.39
19700513,3.39
19700514,3.39
19700515,3.39
19700518,3.39
19700519,3.39
19700520,3.39
19700521,3.39
19700522,3.39
19700525,3.39
19700526,3.39
19700527,3.39
19700528,3.39
19700529,3.39
19700601,3.39
19700602,3.39
19700603,3.39
19700604,3.39
19700605,3.39
19700608,3.39
19700609,3.39
19700610,3.39
19700611,3.39
19700612,3.39
19700615,3.39
19700616,3.39
19700617,3.39
19700618,3.39
19700619,3.39
19700622,3.39
19700623,3.39
19700624,3.39
19700625,3.39
19700626,3.39
19700629,3.39
19700630,3.39
19700701,3.39
19700702,3.39
19700706,3.39
19700707,3.39
19700708,3.39
19700709,3.39
19700710,3.39
19700713,3.39
19700714,3.39
19700715,3.39
19700716,3.39
19700717,3.39
19700720,3.39
19700721,3.39
19700722,3.39
19700723,3.39
19700724,3.39
19700727,3.39
19700728,3.39
19700729,3.39
19700730,3.39
19700731,3.39
19700803,3.39
19700804,3.39
19700805,3.39
19700806,3.39
19700807,3.39
19700810,3.39
19700811,3.39
19700812,3.39
19700813,3.39
19700814,3.39
19700817,3.39
19700818,3.39
19700819,3.39
19700820,3.39
19700821,3.39
19700824,3.39
19700825,3.39
19700826,3.39
19700827,3.39
19700828,3.39
19700831,3.39
19700901,3.39
19700902,3.39
19700903,3.39
19700904,3.39
19700908,3.39
19700909,3.39
19700910,3.39
19700911,3.39
19700914,3.39
19700915,3.39
19700916,3.39
19700917,3.39
19700918,3.39
19700921,3.39
19700922,3.39
19700923,3.39
19700924,3.39
19700925,3.39
19700928,3.39
19700929,3.39
19700930,3.39
19701001,3.39
19701002,3.39
19701005,3.39
19701006,3.39
19701007,3.39
19701008,3.39
19701009,3.39
19701012,3.39
19701013,3.39
19701014,3.39
19701015,3.39
19701016,3.39
19701019,3.39
19701020,3.39
19701021,3.39
19701022,3.39
19701023,3.39
19701026,3.39
19701027,3.39
19701028,3.39
19701029,3.39
19701030,3.39
19701102,3.39
19701103,3.39
19701104,3.39
19701105,3.39
19701106,3.39
19701109,3.39
19701110,3.39
19701111,3.39
19701112,3.39
19701113,3.39
19701116,3.39
19701117,3.39
19701118,3.39
19701119,3.39
19701120,3.39
19701123,3.39
19701124,3.39
19701125,3.39
19701127,3.39
19701130,3.39
19701201,3.39
19701202,3.39
19701203,3.39
19701204,3.39
19701207,3.39
19701208,3.39
19701209,3.39
19701210,3.39
19701211,3.39
19701214,3.39
19701215,3.39
19701216,3.39
19701217,3.39
19701218,3.39
19701221,3.39
19701222,3.39
19701223,3.39
19701224,3.39
19701228,3.39
19701229,3.39
19701230,3.39
19701231,3.39
19710104,3.6
19710105,3.6
19710106,3.6
19710107,3.6
19710108,3.6
19710111,3.6
19710112,3.6
19710113,3.6
19710114,3.6
19710115,3.6
19710118,3.6
19710119,3.6
19710120,3.6
19710121,3.6
19710122,3.6
19710125,3.6
19710126,3.6
19710127,3.6
19710128,3.6
19710129,3.6
19710201,3.6
19710202,3.6
19710203,3.6
19710204,3.6
19710205,3.6
19710208,3.6
19710209,3.6
19710210,3.6
19710211,3.6
19710212,3.6
19710216,3.6
19710217,3.6
19710218,3.6
19710219,3.6
19710222,3.6
19710223,3.6
19710224,3.6
19710225,3.6
19710226,3.6
19710301,3.6
19710302,3.6
19710303,3.6
19710304,3.6
19710305,3.6
19710308,3.6
19710309,3.6
19710310,3.6
19710311,3.6
19710312,3.6
19710315,3.6
19710316,3.6
19710317,3.6
19710318,3.6
19710319,3.6
19710322,3.6
19710323,3.6
19710324,3.6
19710325,3.6
19710326,3.6
19710329,3.6
19710330,3.6
19710331,3.6
19710401,3.6
19710402,3.6
19710405,3.6
19710406,3.6
19710407,3.6
19710408,3.6
19710412,3.6
19710413,3.6
19710414,3.6
19710415,3.6
19710416,3.6
19710419,3.6
19710420,3.6
19710421,3.6
19710422,3.6
19710423,3.6
19710426,3.6
19710427,3.6
19710428,3.6
19710429,3.6
19710430,3.6
19710503,3.6
19710504,3.6
19710505,3.6
19710506,3.6
19710507,3.6
19710510,3.6
19710511,3.6
19710512,3.6
19710513,3.6
19710514,3.6
19710517,3.6
19710518,3.6
19710519,3.6
19710520,3.6
19710521,3.6
19710524,3.6
19710525,3.6
19710526,3.6
19710527,3.6
19710528,3.6
19710601,3.6
19710602,3.6
19710603,3.6
19710604,3.6
19710607,3.6
19710608,3.6
19710609,3.6
19710610,3.6
19710611,3.6
19710614,3.6
19710615,3.6
19710616,3.6
19710617,3.6
19710618,3.6
19710621,3.6
19710622,3.6
19710623,3.6
19710624,3.6
19710625,3.6
19710628,3.6
19710629,3.6
19710630,3.6
19710701,3.6
19710702,3.6
19710706,3.6
19710707,3.6
19710708,3.6
19710709,3.6
19710712,3.6
19710713,3.6
19710714,3.6
19710715,3.6
19710716,3.6
19710719,3.6
19710720,3.6
19710721,3.6
19710722,3.6
19710723,3.6
19710726,3.6
19710727,3.6
19710728,3.6
19710729,3.6
19710730,3.6
19710802,3.6
19710803,3.6
19710804,3.6
19710805,3.6
19710806,3.6
19710809,3.6
19710810,3.6
19710811,3.6
19710812,3.6
19710813,3.6
19710816,3.6
19710817,3.6
19710818,3.6
19710819,3.6
19710820,3.6
19710823,3.6
19710824,3.6
19710825,3.6
19710826,3.6
19710827,3.6
19710830,3.6
19710831,3.6
19710901,3.6
19710902,3.6
19710903,3.6
19710907,3.6
19710908,3.6
19710909,3.6
19710910,3.6
19710913,3.6
19710914,3.6
19710915,3.6
19710916,3.6
19710917,3.6
19710920,3.6
19710921,3.6
19710922,3.6
19710923,3.6
19710924,3.6
19710927,3.6
19710928,3.6
19710929,3.6
19710930,3.6
19711001,3.6
19711004,3.6
19711005,3.6
19711006,3.6
19711007,3.6
19711008,3.6
19711011,3.6
19711012,3.6
19711013,3.6
19711014,3.6
19711015,3.6
19711018,3.6
19711019,3.6
19711020,3.6
19711021,3.6
19711022,3.6
19711025,3.6
19711026,3.6
19711027,3.6
19711028,3.6
19711029,3.6
19711101,3.6
19711102,3.6
19711103,3.6
19711104,3.6
19711105,3.6
19711108,3.6
19711109,3.6
19711110,3.6
19711111,3.6
19711112,3.6
19711115,3.6
19711116,3.6
19711117,3.6
19711118,3.6
19711119,3.6
19711122,3.6
19711123,3.6
19711124,3.6
19711126,3.6
19711129,3.6
19711130,3.6
19711201,3.6
19711202,3.6
19711203,3.6
19711206,3.6
19711207,3.6
19711208,3.6
19711209,3.6
19711210,3.6
19711213,3.6
19711214,3.6
19711215,3.6
19711216,3.6
19711217,3.6
19711220,3.6
19711221,3.6
19711222,3.6
19711223,3.6
19711227,3.6
19711228,3.6
19711229,3.6
19711230,3.6
19711231,3.6
19720103,3.6
19720104,3.6
19720105,3.6
19720106,3.6
19720107,3.6
19720110,3.6
19720111,3.6
19720112,3.6
19720113,3.6
19720114,3.6
19720117,3.6
19720118,3.6
19720119,3.6
19720120,3.6
19720121,3.6
19720124,3.6
19720125,3.6
19720126,3.6
19720127,3.6
19720128,3.6
19720131,3.6
19720201,3.6
19720202,3.6
19720203,3.6
19720204,3.6
19720207,3.6
19720208,3.6
19720209,3.6
19720210,3.6
19720211,3.6
19720214,3.6
19720215,3.6
19720216,3.6
19720217,3.6
19720218,3.6
19720222,3.6
19720223,3.6
19720224,3.6
19720225,3.6
19720228,3.6
19720229,3.6
19720301,3.6
19720302,3.6
19720303,3.6
19720306,3.6
19720307,3.6
19720308,3.6
19720309,3.6
19720310,3.6
19720313,3.6
19720314,3.6
19720315,3.6
19720316,3.6
19720317,3.6
19720320,3.6
19720321,3.6
19720322,3.6
19720323,3.6
19720324,3.6
19720327,3.6
19720328,3.6
19720329,3.6
19720330,3.6
19720403,3.6
19720404,3.6
19720405,3.6
19720406,3.6
19720407,3.6
19720410,3.6
19720411,3.6
19720412,3.6
19720413,3.6
19720414,3.6
19720417,3.6
19720418,3.6
19720419,3.6
19720420,3.6
19720421,3.6
19720424,3.6
19720425,3.6
19720426,3.6
19720427,3.6
19720428,3.6
19720501,3.6
19720502,3.6
19720503,3.6
19720504,3.6
19720505,3.6
19720508,3.6
19720509,3.6
19720510,3.6
19720511,3.6
19720512,3.6
19720515,3.6
19720516,3.6
19720517,3.6
19720518,3.6
19720519,3.6
19720522,3.6
19720523,3.6
19720524,3.6
19720525,3.6
19720526,3.6
19720530,3.6
19720531,3.6
19720601,3.6
