dateID,Price
19700101,35000
19700102,35000
19700105,35000
19700106,35000
19700107,35000
19700108,35000
19700109,35000
19700112,35000
19700113,35000
19700114,35000
19700115,35000
19700116,35000
19700119,35000
19700120,35000
19700121,35000
19700122,35000
19700123,35000
19700126,35000
19700127,35000
19700128,35000
19700129,35000
19700130,35000
19700202,35000
19700203,35000
19700204,35000
19700205,35000
19700206,35000
19700209,35000
19700210,35000
19700211,35000
19700212,35000
19700213,35000
19700216,35000
19700217,35000
19700218,35000
19700219,35000
19700220,35000
19700224,35000
19700225,35000
19700226,35000
19700227,35000
19700302,35000
19700303,35000
19700304,35000
19700305,35000
19700306,35000
19700309,35000
19700310,35000
19700311,35000
19700312,35000
19700313,35000
19700316,35000
19700317,35000
19700318,35000
19700319,35000
19700320,35000
19700323,35000
19700324,35000
19700325,35000
19700326,35000
19700330,35000
19700331,35000
19700401,35000
19700402,35000
19700403,35000
19700406,35000
19700407,35000
19700408,35000
19700409,35000
19700410,35000
19700413,35000
19700414,35000
19700415,35000
19700416,35000
19700417,35000
19700420,35000
19700421,35000
19700422,35000
19700423,35000
19700424,35000
19700427,35000
19700428,35000
19700429,35000
19700430,35000
19700501,35000
19700504,35000
19700505,35000
19700506,35000
19700507,35000
19700508,35000
19700511,35000
19700512,35000
19700513,35000
19700514,35000
19700515,35000
19700518,35000
19700519,35000
19700520,35000
19700521,35000
19700522,35000
19700525,35000
19700526,35000
19700527,35000
19700528,35000
19700529,35000
19700601,35000
19700602,35000
19700603,35000
19700604,35000
19700605,35000
19700608,35000
19700609,35000
19700610,35000
19700611,35000
19700612,35000
19700615,35000
19700616,35000
19700617,35000
19700618,35000
19700619,35000
19700622,35000
19700623,35000
19700624,35000
19700625,35000
19700626,35000
19700629,35000
19700630,35000
19700701,35000
19700702,35000
19700706,35000
19700707,35000
19700708,35000
19700709,35000
19700710,35000
19700713,35000
19700714,35000
19700715,35000
19700716,35000
19700717,35000
19700720,35000
19700721,35000
19700722,35000
19700723,35000
19700724,35000
19700727,35000
19700728,35000
19700729,35000
19700730,35000
19700731,35000
19700803,35000
19700804,35000
19700805,35000
19700806,35000
19700807,35000
19700810,35000
19700811,35000
19700812,35000
19700813,35000
19700814,35000
19700817,35000
19700818,35000
19700819,35000
19700820,35000
19700821,35000
19700824,35000
19700825,35000
19700826,35000
19700827,35000
19700828,35000
19700831,35000
19700901,35000
19700902,35000
19700903,35000
19700904,35000
19700908,35000
19700909,35000
19700910,35000
19700911,35000
19700914,35000
19700915,35000
19700916,35000
19700917,35000
19700918,35000
19700921,35000
19700922,35000
19700923,35000
19700924,35000
19700925,35000
19700928,35000
19700929,35000
19700930,35000
19701001,35000
19701002,35000
19701005,35000
19701006,35000
19701007,35000
19701008,35000
19701009,35000
19701012,35000
19701013,35000
19701014,35000
19701015,35000
19701016,35000
19701019,35000
19701020,35000
19701021,35000
19701022,35000
19701023,35000
19701026,35000
19701027,35000
19701028,35000
19701029,35000
19701030,35000
19701102,35000
19701103,35000
19701104,35000
19701105,35000
19701106,35000
19701109,35000
19701110,35000
19701111,35000
19701112,35000
19701113,35000
19701116,35000
19701117,35000
19701118,35000
19701119,35000
19701120,35000
19701123,35000
19701124,35000
19701125,35000
19701127,35000
19701130,35000
19701201,35000
19701202,35000
19701203,35000
19701204,35000
19701207,35000
19701208,35000
19701209,35000
19701210,35000
19701211,35000
19701214,35000
19701215,35000
19701216,35000
19701217,35000
19701218,35000
19701221,35000
19701222,35000
19701223,35000
19701224,35000
19701228,35000
19701229,35000
19701230,35000
19701231,35000
19710104,35000
19710105,35000
19710106,35000
19710107,35000
19710108,35000
19710111,35000
19710112,35000
19710113,35000
19710114,35000
19710115,35000
19710118,35000
19710119,35000
19710120,35000
19710121,35000
19710122,35000
19710125,35000
19710126,35000
19710127,35000
19710128,35000
19710129,35000
19710201,35000
19710202,35000
19710203,35000
19710204,35000
19710205,35000
19710208,35000
19710209,35000
19710210,35000
19710211,35000
19710212,35000
19710216,35000
19710217,35000
19710218,35000
19710219,35000
19710222,35000
19710223,35000
19710224,35000
19710225,35000
19710226,35000
19710301,35000
19710302,35000
19710303,35000
19710304,35000
19710305,35000
19710308,35000
